,Nav_GPS1_UTC,Nav_GPS1_Latitude,Nav_GPS1_Longitude
97,2023-02-01 01:37:14,14.168,68.22
98,2023-02-01 01:38:15,14.165,68.223
99,2023-02-01 01:39:15,14.162,68.225
100,2023-02-01 01:40:14,14.159,68.228
101,2023-02-01 01:41:14,14.155,68.231
102,2023-02-01 01:42:14,14.152,68.234
103,2023-02-01 01:43:15,14.149,68.237
104,2023-02-01 01:44:15,14.146,68.239
105,2023-02-01 01:45:14,14.143,68.242
106,2023-02-01 01:46:15,14.14,68.245
107,2023-02-01 01:47:15,14.137,68.248
108,2023-02-01 01:48:15,14.133,68.251
109,2023-02-01 01:49:15,14.13,68.253
110,2023-02-01 01:50:15,14.127,68.256
111,2023-02-01 01:51:15,14.124,68.259
112,2023-02-01 01:52:14,14.121,68.262
113,2023-02-01 01:53:14,14.118,68.265
114,2023-02-01 01:54:15,14.115,68.267
115,2023-02-01 01:55:15,14.111,68.27
116,2023-02-01 01:56:15,14.108,68.273
117,2023-02-01 01:57:15,14.105,68.276
118,2023-02-01 01:58:15,14.102,68.279
119,2023-02-01 01:59:15,14.099,68.282
120,2023-02-01 02:00:14,14.096,68.284
121,2023-02-01 02:01:15,14.092,68.287
122,2023-02-01 02:02:15,14.089,68.29
123,2023-02-01 02:03:14,14.086,68.293
124,2023-02-01 02:04:15,14.083,68.296
125,2023-02-01 02:05:15,14.08,68.299
126,2023-02-01 02:06:14,14.076,68.302
127,2023-02-01 02:07:15,14.073,68.304
128,2023-02-01 02:08:15,14.07,68.307
129,2023-02-01 02:09:14,14.067,68.31
130,2023-02-01 02:10:14,14.064,68.313
131,2023-02-01 02:11:15,14.06,68.316
132,2023-02-01 02:12:14,14.057,68.318
133,2023-02-01 02:13:14,14.054,68.321
134,2023-02-01 02:14:15,14.051,68.324
135,2023-02-01 02:15:14,14.047,68.327
136,2023-02-01 02:16:14,14.044,68.33
137,2023-02-01 02:17:15,14.041,68.332
138,2023-02-01 02:18:14,14.037,68.335
139,2023-02-01 02:19:15,14.034,68.338
140,2023-02-01 02:20:15,14.031,68.341
141,2023-02-01 02:21:15,14.028,68.344
142,2023-02-01 02:22:15,14.024,68.346
143,2023-02-01 02:23:15,14.021,68.349
144,2023-02-01 02:24:15,14.018,68.352
145,2023-02-01 02:25:15,14.014,68.355
146,2023-02-01 02:26:15,14.011,68.357
147,2023-02-01 02:27:15,14.008,68.36
148,2023-02-01 02:28:15,14.004,68.363
149,2023-02-01 02:29:15,14.001,68.366
150,2023-02-01 02:30:14,13.998,68.368
151,2023-02-01 02:31:15,13.994,68.371
152,2023-02-01 02:32:14,13.991,68.374
153,2023-02-01 02:33:14,13.988,68.377
154,2023-02-01 02:34:14,13.984,68.38
155,2023-02-01 02:35:15,13.981,68.382
156,2023-02-01 02:36:15,13.978,68.385
157,2023-02-01 02:37:15,13.974,68.388
158,2023-02-01 02:38:15,13.971,68.391
159,2023-02-01 02:39:15,13.968,68.394
160,2023-02-01 02:40:14,13.965,68.396
161,2023-02-01 02:41:15,13.961,68.399
162,2023-02-01 02:42:14,13.958,68.402
163,2023-02-01 02:43:15,13.955,68.405
164,2023-02-01 02:44:15,13.951,68.407
165,2023-02-01 02:45:15,13.948,68.41
166,2023-02-01 02:46:15,13.945,68.413
167,2023-02-01 02:47:15,13.941,68.416
168,2023-02-01 02:48:15,13.938,68.418
169,2023-02-01 02:49:15,13.935,68.421
170,2023-02-01 02:50:15,13.932,68.424
171,2023-02-01 02:51:15,13.928,68.427
172,2023-02-01 02:52:14,13.925,68.429
173,2023-02-01 02:53:15,13.922,68.432
