,Nav_GPS1_UTC,Nav_GPS1_Latitude,Nav_GPS1_Longitude
4013,2023-02-03 18:53:15,5.524,81.766
4014,2023-02-03 18:54:14,5.524,81.77
4015,2023-02-03 18:55:14,5.525,81.775
4016,2023-02-03 18:56:15,5.525,81.779
4017,2023-02-03 18:57:15,5.525,81.783
4018,2023-02-03 18:58:15,5.526,81.787
4019,2023-02-03 18:59:14,5.526,81.791
4020,2023-02-03 19:00:14,5.526,81.795
4021,2023-02-03 19:01:14,5.526,81.799
4022,2023-02-03 19:02:15,5.527,81.803
4023,2023-02-03 19:03:14,5.527,81.807
4024,2023-02-03 19:04:14,5.527,81.811
4025,2023-02-03 19:05:15,5.528,81.816
4026,2023-02-03 19:06:15,5.528,81.82
4027,2023-02-03 19:07:16,5.528,81.824
4028,2023-02-03 19:08:15,5.528,81.828
4029,2023-02-03 19:09:14,5.529,81.832
4030,2023-02-03 19:10:14,5.529,81.836
4031,2023-02-03 19:11:15,5.529,81.84
4032,2023-02-03 19:12:14,5.53,81.844
4033,2023-02-03 19:13:14,5.53,81.849
4034,2023-02-03 19:14:15,5.53,81.853
4035,2023-02-03 19:15:15,5.53,81.857
4036,2023-02-03 19:16:15,5.531,81.861
4037,2023-02-03 19:17:14,5.531,81.865
4038,2023-02-03 19:18:14,5.531,81.869
4039,2023-02-03 19:19:14,5.532,81.873
4040,2023-02-03 19:20:15,5.532,81.877
4041,2023-02-03 19:21:15,5.532,81.882
4042,2023-02-03 19:22:15,5.533,81.886
4043,2023-02-03 19:23:14,5.533,81.89
4044,2023-02-03 19:24:14,5.533,81.894
4045,2023-02-03 19:25:14,5.534,81.898
4046,2023-02-03 19:26:15,5.534,81.902
4047,2023-02-03 19:27:15,5.534,81.906
4048,2023-02-03 19:28:15,5.535,81.911
4049,2023-02-03 19:29:15,5.535,81.915
4050,2023-02-03 19:30:15,5.535,81.919
4051,2023-02-03 19:31:15,5.536,81.923
4052,2023-02-03 19:32:14,5.536,81.927
4053,2023-02-03 19:33:15,5.536,81.931
4054,2023-02-03 19:34:14,5.537,81.936
4055,2023-02-03 19:35:15,5.537,81.94
4056,2023-02-03 19:36:15,5.537,81.944
4057,2023-02-03 19:37:15,5.538,81.948
4058,2023-02-03 19:38:15,5.538,81.952
4059,2023-02-03 19:39:14,5.538,81.956
4060,2023-02-03 19:40:14,5.538,81.96
4061,2023-02-03 19:41:15,5.539,81.965
4062,2023-02-03 19:42:15,5.539,81.969
4063,2023-02-03 19:43:15,5.539,81.973
4064,2023-02-03 19:44:15,5.54,81.977
4065,2023-02-03 19:45:15,5.54,81.981
4066,2023-02-03 19:46:15,5.54,81.985
4067,2023-02-03 19:47:15,5.541,81.989
4068,2023-02-03 19:48:15,5.541,81.994
4069,2023-02-03 19:49:15,5.541,81.998
4070,2023-02-03 19:50:15,5.541,82.002
4071,2023-02-03 19:51:14,5.542,82.006
4072,2023-02-03 19:52:14,5.542,82.01
4073,2023-02-03 19:53:15,5.542,82.014
4074,2023-02-03 19:54:14,5.543,82.019
4075,2023-02-03 19:55:14,5.543,82.023
4076,2023-02-03 19:56:15,5.543,82.027
4077,2023-02-03 19:57:15,5.543,82.031
4078,2023-02-03 19:58:14,5.544,82.035
4079,2023-02-03 19:59:14,5.544,82.039
4080,2023-02-03 20:00:15,5.544,82.044
4081,2023-02-03 20:01:15,5.545,82.048
4082,2023-02-03 20:02:14,5.545,82.052
4083,2023-02-03 20:03:14,5.545,82.056
4084,2023-02-03 20:04:14,5.545,82.06
4085,2023-02-03 20:05:15,5.546,82.064
4086,2023-02-03 20:06:15,5.546,82.069
4087,2023-02-03 20:07:15,5.546,82.073
4088,2023-02-03 20:08:15,5.547,82.077
4089,2023-02-03 20:09:14,5.547,82.081
4090,2023-02-03 20:10:14,5.547,82.085
4091,2023-02-03 20:11:14,5.547,82.089
4092,2023-02-03 20:12:14,5.548,82.094
4093,2023-02-03 20:13:14,5.548,82.098
4094,2023-02-03 20:14:14,5.548,82.102
4095,2023-02-03 20:15:14,5.549,82.106
4096,2023-02-03 20:16:14,5.549,82.11
4097,2023-02-03 20:17:15,5.549,82.114
4098,2023-02-03 20:18:15,5.55,82.119
4099,2023-02-03 20:19:15,5.55,82.123
4100,2023-02-03 20:20:15,5.55,82.127
4101,2023-02-03 20:21:14,5.55,82.131
4102,2023-02-03 20:22:15,5.551,82.135
4103,2023-02-03 20:23:15,5.551,82.139
4104,2023-02-03 20:24:14,5.551,82.143
4105,2023-02-03 20:25:14,5.552,82.148
4106,2023-02-03 20:26:15,5.552,82.152
4107,2023-02-03 20:27:14,5.552,82.156
4108,2023-02-03 20:28:15,5.553,82.16
4109,2023-02-03 20:29:14,5.553,82.164
4110,2023-02-03 20:30:14,5.553,82.168
4111,2023-02-03 20:31:15,5.554,82.172
4112,2023-02-03 20:32:14,5.554,82.177
4113,2023-02-03 20:33:14,5.554,82.181
4114,2023-02-03 20:34:14,5.555,82.185
4115,2023-02-03 20:35:14,5.555,82.189
4116,2023-02-03 20:36:15,5.555,82.193
4117,2023-02-03 20:37:14,5.555,82.197
4118,2023-02-03 20:38:14,5.556,82.202
4119,2023-02-03 20:39:14,5.556,82.206
4120,2023-02-03 20:40:15,5.556,82.21
4121,2023-02-03 20:41:15,5.557,82.214
4122,2023-02-03 20:42:15,5.557,82.218
4123,2023-02-03 20:43:14,5.557,82.222
4124,2023-02-03 20:44:14,5.558,82.227
4125,2023-02-03 20:45:14,5.558,82.231
4126,2023-02-03 20:46:15,5.558,82.235
4127,2023-02-03 20:47:14,5.558,82.239
4128,2023-02-03 20:48:14,5.559,82.243
4129,2023-02-03 20:49:14,5.559,82.248
4130,2023-02-03 20:50:15,5.559,82.252
4131,2023-02-03 20:51:14,5.56,82.256
4132,2023-02-03 20:52:15,5.56,82.26
4133,2023-02-03 20:53:15,5.56,82.264
4134,2023-02-03 20:54:15,5.561,82.269
4135,2023-02-03 20:55:15,5.561,82.273
4136,2023-02-03 20:56:15,5.561,82.277
4137,2023-02-03 20:57:14,5.561,82.281
4138,2023-02-03 20:58:15,5.562,82.285
4139,2023-02-03 20:59:15,5.562,82.29
4140,2023-02-03 21:00:15,5.562,82.294
4141,2023-02-03 21:01:14,5.562,82.298
4142,2023-02-03 21:02:15,5.563,82.302
4143,2023-02-03 21:03:15,5.563,82.307
4144,2023-02-03 21:04:15,5.563,82.311
4145,2023-02-03 21:05:15,5.563,82.315
4146,2023-02-03 21:06:15,5.563,82.319
4147,2023-02-03 21:07:15,5.564,82.323
4148,2023-02-03 21:08:14,5.564,82.327
4149,2023-02-03 21:09:15,5.564,82.332
4150,2023-02-03 21:10:14,5.564,82.336
4151,2023-02-03 21:11:15,5.565,82.34
4152,2023-02-03 21:12:15,5.565,82.344
4153,2023-02-03 21:13:15,5.565,82.348
4154,2023-02-03 21:14:15,5.565,82.353
4155,2023-02-03 21:15:15,5.566,82.357
4156,2023-02-03 21:16:14,5.566,82.361
4157,2023-02-03 21:17:15,5.566,82.365
4158,2023-02-03 21:18:15,5.566,82.369
4159,2023-02-03 21:19:15,5.567,82.373
4160,2023-02-03 21:20:14,5.567,82.377
4161,2023-02-03 21:21:14,5.567,82.382
4162,2023-02-03 21:22:15,5.567,82.386
4163,2023-02-03 21:23:14,5.568,82.39
4164,2023-02-03 21:24:14,5.568,82.394
4165,2023-02-03 21:25:14,5.568,82.398
4166,2023-02-03 21:26:15,5.569,82.402
4167,2023-02-03 21:27:14,5.569,82.406
4168,2023-02-03 21:28:15,5.569,82.411
4169,2023-02-03 21:29:15,5.569,82.415
4170,2023-02-03 21:30:15,5.569,82.419
4171,2023-02-03 21:31:14,5.569,82.423
4172,2023-02-03 21:32:14,5.57,82.427
4173,2023-02-03 21:33:14,5.57,82.431
4174,2023-02-03 21:34:15,5.57,82.435
4175,2023-02-03 21:35:15,5.57,82.44
4176,2023-02-03 21:36:14,5.57,82.444
4177,2023-02-03 21:37:14,5.57,82.448
4178,2023-02-03 21:38:15,5.571,82.452
4179,2023-02-03 21:39:15,5.571,82.456
4180,2023-02-03 21:40:15,5.571,82.46
4181,2023-02-03 21:41:15,5.571,82.464
4182,2023-02-03 21:42:15,5.571,82.468
4183,2023-02-03 21:43:15,5.571,82.473
4184,2023-02-03 21:44:15,5.571,82.477
4185,2023-02-03 21:45:14,5.571,82.481
4186,2023-02-03 21:46:15,5.571,82.485
4187,2023-02-03 21:47:14,5.572,82.489
4188,2023-02-03 21:48:14,5.572,82.493
4189,2023-02-03 21:49:15,5.572,82.497
4190,2023-02-03 21:50:14,5.572,82.501
4191,2023-02-03 21:51:14,5.572,82.506
4192,2023-02-03 21:52:14,5.572,82.51
4193,2023-02-03 21:53:14,5.572,82.514
4194,2023-02-03 21:54:15,5.572,82.518
4195,2023-02-03 21:55:15,5.572,82.522
4196,2023-02-03 21:56:15,5.572,82.526
4197,2023-02-03 21:57:14,5.572,82.53
4198,2023-02-03 21:58:14,5.572,82.534
4199,2023-02-03 21:59:15,5.572,82.538
4200,2023-02-03 22:00:15,5.572,82.543
4201,2023-02-03 22:01:15,5.572,82.547
4202,2023-02-03 22:02:15,5.572,82.551
4203,2023-02-03 22:03:15,5.572,82.555
4204,2023-02-03 22:04:15,5.572,82.559
4205,2023-02-03 22:05:15,5.572,82.563
4206,2023-02-03 22:06:14,5.572,82.567
4207,2023-02-03 22:07:15,5.572,82.572
4208,2023-02-03 22:08:15,5.572,82.576
4209,2023-02-03 22:09:14,5.572,82.58
4210,2023-02-03 22:10:14,5.572,82.584
4211,2023-02-03 22:11:14,5.572,82.588
4212,2023-02-03 22:12:14,5.572,82.593
4213,2023-02-03 22:13:15,5.572,82.597
4214,2023-02-03 22:14:14,5.572,82.601
4215,2023-02-03 22:15:15,5.572,82.605
4216,2023-02-03 22:16:14,5.572,82.609
4217,2023-02-03 22:17:14,5.573,82.614
4218,2023-02-03 22:18:14,5.573,82.618
4219,2023-02-03 22:19:14,5.573,82.622
4220,2023-02-03 22:20:14,5.573,82.626
4221,2023-02-03 22:21:14,5.573,82.631
4222,2023-02-03 22:22:14,5.573,82.635
4223,2023-02-03 22:23:14,5.573,82.639
4224,2023-02-03 22:24:14,5.573,82.643
4225,2023-02-03 22:25:15,5.573,82.648
4226,2023-02-03 22:26:15,5.573,82.652
4227,2023-02-03 22:27:15,5.573,82.656
4228,2023-02-03 22:28:14,5.573,82.66
4229,2023-02-03 22:29:15,5.573,82.665
4230,2023-02-03 22:30:15,5.573,82.669
4231,2023-02-03 22:31:15,5.573,82.673
4232,2023-02-03 22:32:14,5.573,82.677
4233,2023-02-03 22:33:14,5.573,82.682
4234,2023-02-03 22:34:14,5.573,82.686
4235,2023-02-03 22:35:14,5.574,82.69
4236,2023-02-03 22:36:14,5.574,82.694
4237,2023-02-03 22:37:15,5.574,82.699
4238,2023-02-03 22:38:15,5.574,82.703
4239,2023-02-03 22:39:15,5.574,82.707
4240,2023-02-03 22:40:15,5.574,82.711
4241,2023-02-03 22:41:15,5.574,82.716
4242,2023-02-03 22:42:15,5.574,82.72
4243,2023-02-03 22:43:15,5.574,82.724
4244,2023-02-03 22:44:15,5.574,82.728
4245,2023-02-03 22:45:14,5.574,82.732
4246,2023-02-03 22:46:15,5.574,82.737
4247,2023-02-03 22:47:15,5.574,82.741
4248,2023-02-03 22:48:15,5.574,82.745
4249,2023-02-03 22:49:15,5.575,82.749
4250,2023-02-03 22:50:15,5.575,82.754
4251,2023-02-03 22:51:15,5.575,82.758
4252,2023-02-03 22:52:15,5.575,82.762
4253,2023-02-03 22:53:15,5.575,82.766
4254,2023-02-03 22:54:14,5.575,82.77
4255,2023-02-03 22:55:15,5.575,82.774
4256,2023-02-03 22:56:15,5.575,82.778
4257,2023-02-03 22:57:15,5.575,82.783
4258,2023-02-03 22:58:14,5.575,82.787
4259,2023-02-03 22:59:15,5.575,82.791
4260,2023-02-03 23:00:00,5.575,82.794
4261,2023-02-03 23:01:15,5.575,82.799
4262,2023-02-03 23:02:14,5.575,82.803
4263,2023-02-03 23:03:14,5.576,82.807
4264,2023-02-03 23:04:15,5.576,82.811
4265,2023-02-03 23:05:00,5.576,82.814
4266,2023-02-03 23:06:15,5.577,82.819
4267,2023-02-03 23:07:15,5.577,82.824
4268,2023-02-03 23:08:14,5.577,82.828
4269,2023-02-03 23:09:14,5.578,82.832
4270,2023-02-03 23:10:00,5.578,82.835
4271,2023-02-03 23:11:15,5.579,82.84
4272,2023-02-03 23:12:15,5.579,82.844
4273,2023-02-03 23:13:14,5.579,82.848
4274,2023-02-03 23:14:15,5.58,82.852
4275,2023-02-03 23:15:14,5.58,82.856
4276,2023-02-03 23:16:15,5.581,82.86
4277,2023-02-03 23:17:15,5.581,82.864
4278,2023-02-03 23:18:15,5.581,82.868
4279,2023-02-03 23:19:15,5.582,82.872
4280,2023-02-03 23:20:15,5.582,82.876
4281,2023-02-03 23:21:14,5.582,82.88
4282,2023-02-03 23:22:15,5.583,82.884
4283,2023-02-03 23:23:15,5.583,82.888
4284,2023-02-03 23:24:14,5.584,82.892
4285,2023-02-03 23:25:15,5.584,82.897
4286,2023-02-03 23:26:15,5.584,82.901
4287,2023-02-03 23:27:14,5.585,82.905
4288,2023-02-03 23:28:14,5.585,82.909
4289,2023-02-03 23:29:14,5.586,82.913
4290,2023-02-03 23:30:14,5.586,82.917
4291,2023-02-03 23:31:15,5.586,82.921
4292,2023-02-03 23:32:15,5.587,82.925
4293,2023-02-03 23:33:14,5.587,82.929
4294,2023-02-03 23:34:14,5.587,82.933
4295,2023-02-03 23:35:00,5.588,82.936
4296,2023-02-03 23:36:14,5.588,82.941
4297,2023-02-03 23:37:14,5.588,82.945
4298,2023-02-03 23:38:14,5.589,82.949
4299,2023-02-03 23:39:14,5.589,82.953
4300,2023-02-03 23:40:00,5.589,82.956
4301,2023-02-03 23:41:15,5.589,82.961
4302,2023-02-03 23:42:15,5.59,82.966
4303,2023-02-03 23:43:15,5.59,82.97
4304,2023-02-03 23:44:14,5.59,82.974
4305,2023-02-03 23:45:14,5.591,82.978
4306,2023-02-03 23:46:15,5.591,82.982
4307,2023-02-03 23:47:14,5.591,82.986
4308,2023-02-03 23:48:14,5.592,82.99
4309,2023-02-03 23:49:14,5.592,82.994
4310,2023-02-03 23:50:14,5.592,82.998
4311,2023-02-03 23:51:14,5.593,83.002
4312,2023-02-03 23:52:14,5.593,83.006
4313,2023-02-03 23:53:14,5.593,83.01
4314,2023-02-03 23:54:15,5.594,83.014
4315,2023-02-03 23:55:15,5.594,83.018
4316,2023-02-03 23:56:15,5.595,83.023
4317,2023-02-03 23:57:15,5.595,83.027
4318,2023-02-03 23:58:15,5.596,83.031
4319,2023-02-03 23:59:15,5.596,83.035
4320,2023-02-04 00:00:14,5.597,83.039
4321,2023-02-04 00:01:15,5.597,83.043
4322,2023-02-04 00:02:15,5.597,83.047
4323,2023-02-04 00:03:15,5.598,83.051
4324,2023-02-04 00:04:15,5.598,83.055
4325,2023-02-04 00:05:14,5.599,83.059
4326,2023-02-04 00:06:14,5.599,83.063
4327,2023-02-04 00:07:14,5.599,83.067
4328,2023-02-04 00:08:14,5.6,83.071
4329,2023-02-04 00:09:15,5.6,83.075
4330,2023-02-04 00:10:15,5.601,83.08
4331,2023-02-04 00:11:15,5.601,83.084
4332,2023-02-04 00:12:14,5.601,83.088
4333,2023-02-04 00:13:14,5.602,83.092
4334,2023-02-04 00:14:14,5.602,83.096
4335,2023-02-04 00:15:14,5.603,83.1
4336,2023-02-04 00:16:15,5.603,83.104
4337,2023-02-04 00:17:15,5.603,83.108
4338,2023-02-04 00:18:14,5.603,83.112
4339,2023-02-04 00:19:15,5.603,83.116
4340,2023-02-04 00:20:35,5.603,83.121
4341,2023-02-04 00:21:14,5.603,83.124
4342,2023-02-04 00:22:15,5.603,83.128
4343,2023-02-04 00:23:15,5.603,83.132
4344,2023-02-04 00:24:15,5.604,83.136
4345,2023-02-04 00:25:15,5.604,83.14
4346,2023-02-04 00:26:15,5.604,83.144
4347,2023-02-04 00:27:15,5.603,83.148
4348,2023-02-04 00:28:15,5.603,83.152
4349,2023-02-04 00:29:15,5.603,83.156
4350,2023-02-04 00:30:15,5.603,83.161
4351,2023-02-04 00:31:15,5.603,83.165
4352,2023-02-04 00:32:15,5.603,83.169
4353,2023-02-04 00:33:15,5.603,83.173
4354,2023-02-04 00:34:14,5.603,83.177
4355,2023-02-04 00:35:15,5.603,83.181
4356,2023-02-04 00:36:15,5.603,83.185
4357,2023-02-04 00:37:15,5.603,83.189
4358,2023-02-04 00:38:14,5.603,83.193
4359,2023-02-04 00:39:14,5.603,83.197
4360,2023-02-04 00:40:14,5.603,83.201
4361,2023-02-04 00:41:15,5.603,83.205
4362,2023-02-04 00:42:14,5.603,83.209
4363,2023-02-04 00:43:15,5.603,83.213
4364,2023-02-04 00:44:14,5.603,83.218
4365,2023-02-04 00:45:15,5.603,83.222
4366,2023-02-04 00:46:15,5.604,83.226
4367,2023-02-04 00:47:15,5.604,83.23
4368,2023-02-04 00:48:15,5.604,83.234
4369,2023-02-04 00:49:14,5.604,83.238
4370,2023-02-04 00:50:15,5.604,83.242
4371,2023-02-04 00:51:14,5.603,83.246
4372,2023-02-04 00:52:14,5.603,83.25
4373,2023-02-04 00:53:14,5.603,83.254
4374,2023-02-04 00:54:14,5.603,83.258
4375,2023-02-04 00:55:15,5.603,83.263
4376,2023-02-04 00:56:14,5.603,83.267
4377,2023-02-04 00:57:14,5.603,83.271
4378,2023-02-04 00:58:14,5.603,83.275
4379,2023-02-04 00:59:14,5.603,83.279
4380,2023-02-04 01:00:14,5.603,83.283
4381,2023-02-04 01:01:14,5.603,83.287
4382,2023-02-04 01:02:14,5.603,83.291
4383,2023-02-04 01:03:15,5.603,83.295
4384,2023-02-04 01:04:15,5.603,83.299
4385,2023-02-04 01:05:14,5.603,83.303
4386,2023-02-04 01:06:15,5.603,83.308
4387,2023-02-04 01:07:15,5.604,83.312
4388,2023-02-04 01:08:14,5.604,83.316
4389,2023-02-04 01:09:15,5.604,83.32
4390,2023-02-04 01:10:15,5.604,83.324
4391,2023-02-04 01:11:15,5.604,83.328
4392,2023-02-04 01:12:14,5.604,83.332
4393,2023-02-04 01:13:15,5.605,83.336
4394,2023-02-04 01:14:14,5.605,83.34
4395,2023-02-04 01:15:14,5.605,83.344
4396,2023-02-04 01:16:14,5.606,83.348
4397,2023-02-04 01:17:15,5.606,83.353
4398,2023-02-04 01:18:14,5.607,83.357
4399,2023-02-04 01:19:14,5.607,83.361
4400,2023-02-04 01:20:14,5.608,83.365
4401,2023-02-04 01:21:15,5.608,83.369
4402,2023-02-04 01:22:14,5.609,83.373
4403,2023-02-04 01:23:14,5.609,83.377
4404,2023-02-04 01:24:15,5.61,83.381
4405,2023-02-04 01:25:15,5.61,83.385
4406,2023-02-04 01:26:15,5.611,83.39
4407,2023-02-04 01:27:15,5.611,83.394
4408,2023-02-04 01:28:15,5.611,83.398
4409,2023-02-04 01:29:15,5.612,83.402
4410,2023-02-04 01:30:14,5.612,83.406
4411,2023-02-04 01:31:15,5.613,83.41
4412,2023-02-04 01:32:14,5.613,83.414
4413,2023-02-04 01:33:14,5.614,83.418
4414,2023-02-04 01:34:14,5.614,83.422
4415,2023-02-04 01:35:14,5.615,83.427
4416,2023-02-04 01:36:15,5.615,83.431
4417,2023-02-04 01:37:15,5.616,83.435
4418,2023-02-04 01:38:15,5.616,83.439
4419,2023-02-04 01:39:15,5.616,83.443
4420,2023-02-04 01:40:15,5.617,83.447
4421,2023-02-04 01:41:15,5.617,83.452
4422,2023-02-04 01:42:14,5.617,83.456
4423,2023-02-04 01:43:15,5.618,83.46
4424,2023-02-04 01:44:15,5.618,83.464
4425,2023-02-04 01:45:14,5.618,83.468
4426,2023-02-04 01:46:15,5.618,83.472
4427,2023-02-04 01:47:15,5.619,83.476
4428,2023-02-04 01:48:15,5.619,83.481
4429,2023-02-04 01:49:15,5.619,83.485
4430,2023-02-04 01:50:15,5.62,83.489
4431,2023-02-04 01:51:15,5.62,83.493
4432,2023-02-04 01:52:14,5.62,83.497
4433,2023-02-04 01:53:14,5.62,83.501
4434,2023-02-04 01:54:15,5.621,83.505
4435,2023-02-04 01:55:15,5.621,83.509
4436,2023-02-04 01:56:15,5.621,83.513
4437,2023-02-04 01:57:15,5.622,83.518
4438,2023-02-04 01:58:15,5.622,83.522
4439,2023-02-04 01:59:14,5.622,83.526
4440,2023-02-04 02:00:15,5.622,83.53
4441,2023-02-04 02:01:14,5.623,83.534
4442,2023-02-04 02:02:15,5.623,83.538
4443,2023-02-04 02:03:14,5.623,83.542
4444,2023-02-04 02:04:15,5.624,83.546
4445,2023-02-04 02:05:15,5.624,83.551
4446,2023-02-04 02:06:15,5.624,83.555
4447,2023-02-04 02:07:15,5.624,83.559
4448,2023-02-04 02:08:14,5.625,83.563
4449,2023-02-04 02:09:15,5.625,83.567
4450,2023-02-04 02:10:14,5.625,83.571
4451,2023-02-04 02:11:16,5.625,83.575
4452,2023-02-04 02:12:15,5.626,83.579
4453,2023-02-04 02:13:14,5.626,83.583
4454,2023-02-04 02:14:14,5.626,83.588
4455,2023-02-04 02:15:15,5.627,83.592
4456,2023-02-04 02:16:14,5.627,83.596
4457,2023-02-04 02:17:14,5.627,83.6
4458,2023-02-04 02:18:15,5.628,83.604
4459,2023-02-04 02:19:15,5.628,83.608
4460,2023-02-04 02:20:14,5.628,83.612
4461,2023-02-04 02:21:15,5.629,83.616
4462,2023-02-04 02:22:14,5.629,83.62
4463,2023-02-04 02:23:14,5.629,83.625
4464,2023-02-04 02:24:14,5.63,83.629
4465,2023-02-04 02:25:15,5.63,83.633
4466,2023-02-04 02:26:15,5.63,83.637
4467,2023-02-04 02:27:15,5.631,83.641
4468,2023-02-04 02:28:15,5.631,83.645
4469,2023-02-04 02:29:14,5.631,83.649
4470,2023-02-04 02:30:15,5.632,83.654
4471,2023-02-04 02:31:15,5.632,83.658
4472,2023-02-04 02:32:15,5.633,83.662
4473,2023-02-04 02:33:15,5.633,83.666
4474,2023-02-04 02:34:15,5.633,83.67
4475,2023-02-04 02:35:14,5.634,83.674
4476,2023-02-04 02:36:15,5.634,83.679
4477,2023-02-04 02:37:14,5.635,83.683
4478,2023-02-04 02:38:15,5.635,83.687
4479,2023-02-04 02:39:14,5.635,83.691
4480,2023-02-04 02:40:15,5.636,83.695
4481,2023-02-04 02:41:15,5.636,83.699
4482,2023-02-04 02:42:15,5.636,83.703
4483,2023-02-04 02:43:15,5.637,83.707
4484,2023-02-04 02:44:15,5.637,83.712
4485,2023-02-04 02:45:14,5.638,83.716
4486,2023-02-04 02:46:15,5.638,83.72
4487,2023-02-04 02:47:14,5.638,83.724
4488,2023-02-04 02:48:15,5.639,83.728
4489,2023-02-04 02:49:15,5.639,83.732
4490,2023-02-04 02:50:15,5.639,83.736
4491,2023-02-04 02:51:14,5.64,83.74
4492,2023-02-04 02:52:15,5.64,83.744
4493,2023-02-04 02:53:15,5.64,83.748
4494,2023-02-04 02:54:15,5.641,83.752
4495,2023-02-04 02:55:16,5.641,83.757
4496,2023-02-04 02:56:15,5.642,83.761
4497,2023-02-04 02:57:14,5.642,83.765
4498,2023-02-04 02:58:15,5.642,83.769
4499,2023-02-04 02:59:15,5.643,83.773
4500,2023-02-04 03:00:15,5.643,83.777
4501,2023-02-04 03:01:14,5.643,83.781
4502,2023-02-04 03:02:15,5.643,83.785
4503,2023-02-04 03:03:15,5.644,83.789
4504,2023-02-04 03:04:15,5.644,83.793
4505,2023-02-04 03:05:15,5.644,83.797
4506,2023-02-04 03:06:15,5.645,83.801
4507,2023-02-04 03:07:15,5.645,83.805
4508,2023-02-04 03:08:14,5.645,83.809
4509,2023-02-04 03:09:14,5.645,83.813
4510,2023-02-04 03:10:15,5.646,83.818
4511,2023-02-04 03:11:15,5.646,83.822
4512,2023-02-04 03:12:15,5.646,83.826
4513,2023-02-04 03:13:14,5.647,83.83
4514,2023-02-04 03:14:15,5.647,83.834
4515,2023-02-04 03:15:14,5.647,83.838
4516,2023-02-04 03:16:14,5.647,83.842
4517,2023-02-04 03:17:14,5.648,83.846
4518,2023-02-04 03:18:15,5.648,83.85
4519,2023-02-04 03:19:15,5.648,83.854
4520,2023-02-04 03:20:14,5.648,83.858
4521,2023-02-04 03:21:14,5.649,83.862
4522,2023-02-04 03:22:15,5.649,83.866
4523,2023-02-04 03:23:14,5.649,83.87
4524,2023-02-04 03:24:15,5.65,83.874
4525,2023-02-04 03:25:15,5.65,83.878
4526,2023-02-04 03:26:15,5.65,83.883
4527,2023-02-04 03:27:15,5.65,83.887
4528,2023-02-04 03:28:15,5.651,83.891
4529,2023-02-04 03:29:15,5.651,83.895
4530,2023-02-04 03:30:14,5.651,83.899
4531,2023-02-04 03:31:14,5.652,83.903
4532,2023-02-04 03:32:15,5.652,83.907
4533,2023-02-04 03:33:15,5.652,83.911
4534,2023-02-04 03:34:14,5.653,83.915
4535,2023-02-04 03:35:15,5.653,83.919
4536,2023-02-04 03:36:14,5.653,83.923
4537,2023-02-04 03:37:14,5.653,83.928
4538,2023-02-04 03:38:14,5.654,83.932
4539,2023-02-04 03:39:15,5.654,83.936
4540,2023-02-04 03:40:14,5.654,83.94
4541,2023-02-04 03:41:15,5.655,83.944
4542,2023-02-04 03:42:14,5.655,83.948
4543,2023-02-04 03:43:15,5.655,83.952
4544,2023-02-04 03:44:15,5.656,83.956
4545,2023-02-04 03:45:15,5.656,83.96
4546,2023-02-04 03:46:15,5.656,83.965
4547,2023-02-04 03:47:15,5.656,83.969
4548,2023-02-04 03:48:14,5.656,83.973
4549,2023-02-04 03:49:14,5.657,83.977
4550,2023-02-04 03:50:14,5.657,83.981
4551,2023-02-04 03:51:15,5.657,83.985
4552,2023-02-04 03:52:15,5.657,83.989
4553,2023-02-04 03:53:14,5.658,83.993
4554,2023-02-04 03:54:15,5.658,83.998
4555,2023-02-04 03:55:15,5.658,84.002
4556,2023-02-04 03:56:14,5.658,84.006
4557,2023-02-04 03:57:15,5.658,84.01
4558,2023-02-04 03:58:15,5.659,84.014
4559,2023-02-04 03:59:14,5.659,84.018
4560,2023-02-04 04:00:15,5.659,84.022
4561,2023-02-04 04:01:15,5.659,84.027
4562,2023-02-04 04:02:15,5.66,84.031
4563,2023-02-04 04:03:15,5.66,84.035
4564,2023-02-04 04:04:15,5.66,84.039
4565,2023-02-04 04:05:14,5.66,84.043
4566,2023-02-04 04:06:15,5.66,84.047
4567,2023-02-04 04:07:15,5.661,84.051
